10000
      64836.60	rights
      64720.30	amount
      64706.10	obtain
      64658.60	tax
      64642.00	servants
      64592.90	sons
      64403.80	cross
      64397.50	shoulders
      64364.30	thick
      64311.30	points
      64270.90	stranger
      64227.40	woods
      64155.40	facts
      64055.00	dare
      64005.10	grow
      63988.50	creature
      63988.50	hung
      63905.40	rain
      63861.10	false
      63854.80	tall
      63851.60	gate
      63793.90	nations
      63774.90	created
      63774.90	refused
      63767.80	quietly
      63717.10	surface
      63711.60	freely
      63709.20	holy
      63695.00	streets
      63577.90	blow
      63558.10	july
      63536.00	regarded
      63526.50	fashion
      63492.50	report
      63479.80	coast
      63422.80	daily
      63420.50	file
      63340.60	shoulder
      63312.90	surprised
      63252.70	faces
      63179.20	succeeded
      63162.60	birds
      63155.40	distribution
      63124.60	royal
      63090.60	song
      63067.60	wealth
      63064.50	comfort
      63013.00	failed
      62979.80	freedom
      62951.30	peculiar
      62941.80	anyone
      62895.10	advance
      62856.40	gentle
      62831.10	surely
      62815.20	animals
      62808.10	waited
      62770.90	secure
      62740.10	desired
      62726.60	grass
      62649.90	touched
      62645.10	occupied
      62587.40	draw
      62536.00	stage
      62479.80	portion
      62460.00	expressed
      62316.00	opening
      62288.30	june
      62147.50	spirits
      62138.00	fish
      62119.80	tongue
      62114.30	capital
      61966.40	angry
      61954.50	growing
      61954.50	served
      61920.50	carriage
      61892.80	weather
      61786.00	breast
      61503.50	presently
      61384.90	snow
      61377.80	david
      61338.20	papers
      61325.50	necessity
      61313.70	practice
      61248.00	claim
      61220.30	hast
      61160.20	education
      61096.90	sharp
      60998.80	prince
      60987.70	permitted
      60983.00	group
      60982.20	enemies
      60967.20	robert
      60926.00	played
      60896.70	throughout
      60858.00	pity
      60836.60	expense
      60770.20	yours
      60752.80	million
      60647.50	add
      60553.40	pray
      60553.40	taught
      60525.70	explained
      60525.70	tired
      60475.90	leading
      60435.50	kill
      60402.30	shadow
      60384.90	companion
      60339.80	weight
      60298.60	mass
      60226.70	established
      60210.00	suffered
      60200.50	gray
      60085.00	brave
      60068.40	thin
      60044.70	satisfied
      60002.00	check
      59979.00	virtue
      59969.50	golden
